timestamp,temperature,pressure,humidity
2024-05-03 21:46:43,20.64,947.56,52.03
2024-05-03 21:46:53,27.28,1058.22,34.87
2024-05-03 21:47:03,21.51,942.08,56.75
2024-05-04 22:13:37,27.16,987.64,57.59
2024-05-04 22:13:47,24.01,985.86,34.62
2024-05-04 22:13:57,27.16,970.22,37.62
2024-05-03 21:04:08,25.59,1025.39,44.19
2024-05-03 21:05:18,20.98,929.89,32.97
2024-05-03 21:06:18,20.41,923.6,33.4
2024-05-03 21:07:09,21.09,985.19,69.43
2024-05-03 21:07:20,23.72,966.63,45.46
2024-05-03 21:07:30,29.79,946.33,65.2
2024-05-03 21:07:40,27.78,993.96,33.32
2024-05-03 21:26:36,24.5,979.31,52.94
2024-05-03 21:26:46,24.81,926.05,58.51
2024-05-03 21:26:56,23.93,947.98,59.41
2024-05-03 21:27:07,20.07,1043.11,31.89
2024-05-03 21:27:17,21.9,967.42,38.5
2024-05-03 21:27:27,25.92,920.48,66.97
2024-05-03 21:27:37,23.31,1080.33,56.78
2024-05-03 21:27:47,23.03,1063.73,32.92
2024-05-03 21:27:57,27.63,1086.56,66.24
2024-05-03 21:45:23,25.38,987.69,39.75
2024-05-03 21:45:33,28.19,1099.78,48.33
2024-05-03 21:45:43,21.88,1071.08,38.92
2024-05-03 21:45:53,20.29,1007.82,50.76
2024-05-03 21:46:03,29.84,1067.39,64.54
2024-05-03 21:46:13,25.88,1001.01,38.38
2024-05-03 21:46:23,25.96,1041.37,31.3
2024-05-03 21:46:33,20.14,1026.92,39.37
2024-05-03 21:46:43,20.64,947.56,52.03
2024-05-03 21:46:53,27.28,1058.22,34.87
2024-05-03 21:47:03,21.51,942.08,56.75
2024-05-04 22:13:37,27.16,987.64,57.59
2024-05-04 22:13:47,24.01,985.86,34.62
2024-05-04 22:13:57,27.16,970.22,37.62
2024-05-03 21:04:08,25.59,1025.39,44.19
2024-05-03 21:05:18,20.98,929.89,32.97
2024-05-03 21:06:18,20.41,923.6,33.4
2024-05-03 21:07:09,21.09,985.19,69.43
2024-05-03 21:07:20,23.72,966.63,45.46
2024-05-03 21:07:30,29.79,946.33,65.2
2024-05-03 21:07:40,27.78,993.96,33.32
2024-05-03 21:26:36,24.5,979.31,52.94
2024-05-03 21:26:46,24.81,926.05,58.51
2024-05-03 21:26:56,23.93,947.98,59.41
2024-05-03 21:27:07,20.07,1043.11,31.89
2024-05-03 21:27:17,21.9,967.42,38.5
2024-05-03 21:27:27,25.92,920.48,66.97
2024-05-03 21:27:37,23.31,1080.33,56.78
2024-05-03 21:27:47,23.03,1063.73,32.92
2024-05-03 21:27:57,27.63,1086.56,66.24
2024-05-03 21:45:23,25.38,987.69,39.75
2024-05-03 21:45:33,28.19,1099.78,48.33
2024-05-03 21:45:43,21.88,1071.08,38.92
2024-05-03 21:45:53,20.29,1007.82,50.76
2024-05-03 21:46:03,29.84,1067.39,64.54
2024-05-03 21:46:13,25.88,1001.01,38.38
2024-05-03 21:46:23,25.96,1041.37,31.3
2024-05-03 21:46:33,20.14,1026.92,39.37
2024-05-03 21:46:43,20.64,947.56,52.03
2024-05-03 21:46:53,27.28,1058.22,34.87
2024-05-03 21:47:03,21.51,942.08,56.75
2024-05-04 22:13:37,27.16,987.64,57.59
2024-05-04 22:13:47,24.01,985.86,34.62
2024-05-04 22:13:57,27.16,970.22,37.62
2024-05-03 21:04:08,25.59,1025.39,44.19
2024-05-03 21:05:18,20.98,929.89,32.97
2024-05-03 21:06:18,20.41,923.6,33.4
2024-05-03 21:07:09,21.09,985.19,69.43
2024-05-03 21:07:20,23.72,966.63,45.46
2024-05-03 21:07:30,29.79,946.33,65.2
2024-05-03 21:07:40,27.78,993.96,33.32
2024-05-03 21:26:36,24.5,979.31,52.94
2024-05-03 21:26:46,24.81,926.05,58.51
2024-05-03 21:26:56,23.93,947.98,59.41
2024-05-03 21:27:07,20.07,1043.11,31.89
2024-05-03 21:27:17,21.9,967.42,38.5
2024-05-03 21:27:27,25.92,920.48,66.97
2024-05-03 21:27:37,23.31,1080.33,56.78
2024-05-03 21:27:47,23.03,1063.73,32.92
2024-05-03 21:27:57,27.63,1086.56,66.24
2024-05-03 21:45:23,25.38,987.69,39.75
2024-05-03 21:45:33,28.19,1099.78,48.33
2024-05-03 21:45:43,21.88,1071.08,38.92
2024-05-03 21:45:53,20.29,1007.82,50.76
2024-05-03 21:46:03,29.84,1067.39,64.54
2024-05-03 21:46:13,25.88,1001.01,38.38
2024-05-03 21:46:23,25.96,1041.37,31.3
2024-05-03 21:46:33,20.14,1026.92,39.37
2024-05-03 21:46:43,20.64,947.56,52.03
2024-05-03 21:46:53,27.28,1058.22,34.87
2024-05-03 21:47:03,21.51,942.08,56.75
2024-05-04 22:13:37,27.16,987.64,57.59
2024-05-04 22:13:47,24.01,985.86,34.62
2024-05-04 22:13:57,27.16,970.22,37.62
2024-05-03 21:04:08,25.59,1025.39,44.19
2024-05-03 21:05:18,20.98,929.89,32.97
2024-05-03 21:06:18,20.41,923.6,33.4
2024-05-03 21:07:09,21.09,985.19,69.43
2024-05-03 21:07:20,23.72,966.63,45.46
2024-05-03 21:07:30,29.79,946.33,65.2
2024-05-03 21:07:40,27.78,993.96,33.32
2024-05-03 21:26:36,24.5,979.31,52.94
2024-05-03 21:26:46,24.81,926.05,58.51
2024-05-03 21:26:56,23.93,947.98,59.41
2024-05-03 21:27:07,20.07,1043.11,31.89
2024-05-03 21:27:17,21.9,967.42,38.5
2024-05-03 21:27:27,25.92,920.48,66.97
2024-05-03 21:27:37,23.31,1080.33,56.78
2024-05-03 21:27:47,23.03,1063.73,32.92
2024-05-03 21:27:57,27.63,1086.56,66.24
2024-05-03 21:45:23,25.38,987.69,39.75
2024-05-03 21:45:33,28.19,1099.78,48.33
2024-05-03 21:45:43,21.88,1071.08,38.92
2024-05-03 21:45:53,20.29,1007.82,50.76
2024-05-03 21:46:03,29.84,1067.39,64.54
2024-05-03 21:46:13,25.88,1001.01,38.38
2024-05-03 21:46:23,25.96,1041.37,31.3
2024-05-03 21:46:33,20.14,1026.92,39.37
2024-05-03 21:46:43,20.64,947.56,52.03
2024-05-03 21:46:53,27.28,1058.22,34.87
2024-05-03 21:47:03,21.51,942.08,56.75
2024-05-04 22:13:37,27.16,987.64,57.59
2024-05-04 22:13:47,24.01,985.86,34.62
2024-05-04 22:13:57,27.16,970.22,37.62
2024-05-03 21:04:08,25.59,1025.39,44.19
2024-05-03 21:05:18,20.98,929.89,32.97
2024-05-03 21:06:18,20.41,923.6,33.4
2024-05-03 21:07:09,21.09,985.19,69.43
2024-05-03 21:07:20,23.72,966.63,45.46
2024-05-03 21:07:30,29.79,946.33,65.2
2024-05-03 21:07:40,27.78,993.96,33.32
2024-05-03 21:26:36,24.5,979.31,52.94
2024-05-03 21:26:46,24.81,926.05,58.51
2024-05-03 21:26:56,23.93,947.98,59.41
2024-05-03 21:27:07,20.07,1043.11,31.89
2024-05-03 21:27:17,21.9,967.42,38.5
2024-05-03 21:27:27,25.92,920.48,66.97
2024-05-03 21:27:37,23.31,1080.33,56.78
2024-05-03 21:27:47,23.03,1063.73,32.92
2024-05-03 21:27:57,27.63,1086.56,66.24
2024-05-03 21:45:23,25.38,987.69,39.75
2024-05-03 21:45:33,28.19,1099.78,48.33
2024-05-03 21:45:43,21.88,1071.08,38.92
2024-05-03 21:45:53,20.29,1007.82,50.76
2024-05-03 21:46:03,29.84,1067.39,64.54
2024-05-03 21:46:13,25.88,1001.01,38.38
2024-05-03 21:46:23,25.96,1041.37,31.3
2024-05-03 21:46:33,20.14,1026.92,39.37
2024-05-03 21:46:43,20.64,947.56,52.03
2024-05-03 21:46:53,27.28,1058.22,34.87
2024-05-03 21:47:03,21.51,942.08,56.75
2024-05-04 22:13:37,27.16,987.64,57.59
2024-05-04 22:13:47,24.01,985.86,34.62
2024-05-04 22:13:57,27.16,970.22,37.62
2024-05-03 21:04:08,25.59,1025.39,44.19
2024-05-03 21:05:18,20.98,929.89,32.97
2024-05-03 21:06:18,20.41,923.6,33.4
2024-05-03 21:07:09,21.09,985.19,69.43
2024-05-03 21:07:20,23.72,966.63,45.46
2024-05-03 21:07:30,29.79,946.33,65.2
2024-05-03 21:07:40,27.78,993.96,33.32
2024-05-03 21:26:36,24.5,979.31,52.94
2024-05-03 21:26:46,24.81,926.05,58.51
2024-05-03 21:26:56,23.93,947.98,59.41
2024-05-03 21:27:07,20.07,1043.11,31.89
2024-05-03 21:27:17,21.9,967.42,38.5
2024-05-03 21:27:27,25.92,920.48,66.97
2024-05-03 21:27:37,23.31,1080.33,56.78
2024-05-03 21:27:47,23.03,1063.73,32.92
2024-05-03 21:27:57,27.63,1086.56,66.24
2024-05-03 21:45:23,25.38,987.69,39.75
2024-05-03 21:45:33,28.19,1099.78,48.33
2024-05-03 21:45:43,21.88,1071.08,38.92
2024-05-03 21:45:53,20.29,1007.82,50.76
2024-05-03 21:46:03,29.84,1067.39,64.54
2024-05-03 21:46:13,25.88,1001.01,38.38
2024-05-03 21:46:23,25.96,1041.37,31.3
2024-05-03 21:46:33,20.14,1026.92,39.37
2024-05-03 21:46:43,20.64,947.56,52.03
2024-05-03 21:46:53,27.28,1058.22,34.87
2024-05-03 21:47:03,21.51,942.08,56.75
2024-05-04 22:13:37,27.16,987.64,57.59
2024-05-04 22:13:47,24.01,985.86,34.62
2024-05-04 22:13:57,27.16,970.22,37.62
